timestamp,camera,event_type,person_id,zone_name,dwell_seconds,metadata
2026-02-18T15:53:17.199489,Camera_02,haircut,2,CHAIR_1,219.88,"{""gid"": 2, ""bbox"": [400.46734619140625, 208.07199096679688, 500.8709716796875, 477.1710510253906], ""snapshot_path"": ""snapshots/20260218_155321_HAIRCUT_Camera_02_P2_G2.jpg""}"
2026-02-18T16:26:12.164421,Camera_02,haircut,59,CHAIR_1,197.26,"{""gid"": 59, ""bbox"": [415.85589599609375, 214.08599853515625, 515.3583374023438, 478.96002197265625], ""snapshot_path"": ""snapshots/20260218_162613_HAIRCUT_Camera_02_P59_G59.jpg""}"
2026-02-18T16:48:40.777636,Camera_02,haircut,111,CHAIR_1,120.03,"{""gid"": 111, ""bbox"": [414.43304443359375, 222.3671875, 527.8554077148438, 477.9004821777344], ""snapshot_path"": ""snapshots/20260218_164842_HAIRCUT_Camera_02_P111_G111.jpg""}"
2026-02-18T17:28:25.135624,Camera_02,haircut,228,CHAIR_1,120.03,"{""gid"": 228, ""bbox"": [426.60003662109375, 255.82003784179688, 551.0094604492188, 477.4574279785156], ""snapshot_path"": ""snapshots/20260218_172829_HAIRCUT_Camera_02_P228_G228.jpg""}"
2026-02-18T17:57:07.261315,Camera_02,haircut,311,CHAIR_1,125.86,"{""gid"": 311, ""bbox"": [428.1817626953125, 209.8636474609375, 520.8951416015625, 355.02008056640625], ""snapshot_path"": ""snapshots/20260218_175712_HAIRCUT_Camera_02_P311_G311.jpg""}"
2026-02-18T18:12:41.950978,Camera_01,haircut,355,CHAIR_1,160.53,"{""gid"": 355, ""bbox"": [474.6894836425781, 57.52915954589844, 519.7162475585938, 188.0861053466797], ""snapshot_path"": ""snapshots/20260218_181248_HAIRCUT_Camera_01_P355_G355.jpg""}"
2026-02-18T18:27:51.370852,Camera_01,haircut,415,CHAIR_2,126.61,"{""gid"": 421, ""bbox"": [422.0555419921875, 67.68870544433594, 484.43011474609375, 212.22708129882812], ""snapshot_path"": ""snapshots/20260218_182755_HAIRCUT_Camera_01_P415_G421.jpg""}"
